141	409.42	3476.45
142	328.52	3100.08
143	270.24	2634.34
144	251.6	2118.61
145	274.55	1730.51
146	321.49	1361.57
147	383.01	1049.44
148	480.03	704.12
149	567.03	460.09
140	656.48	249.41
151	1247.02	3331.02
152	1222.48	2992.39
153	1205.32	2575.41
154	1197.01	2121.7
155	1199.31	1776.3
156	1212.52	1451.52
157	1230.08	1162.46
158	1255.56	837.58
159	1283.57	602.07
150	1311.03	396.14
161	2001.51	3130.46
162	2010.48	2831.71
163	2015.86	2466.43
164	2013.52	2105.42
165	2006.05	1755.29
166	1993.61	1408.56
167	1978.27	1118.16
168	1960.02	850.03
169	1942.51	647.44
171	2444.58	2971.89
172	2458.06	2718.09
173	2467.55	2420.09
174	2466.47	2129.02
175	2457.03	1844.76
176	2438.06	1555.14
177	2413.61	1305.54
178	2383.57	1062.9
179	2354.62	872.45
220	88.2	3322.27
221	10.66	2951.44
227	258.86	615.97
228	335.47	438.01
340	223.51	3071.43
341	184.14	2801.49
342	156.98	2490.52
343	148.54	2166.55
344	158.51	1909.6
345	178.27	1677.51
346	207.46	1453.59
347	261.09	1179.54
348	318.74	943.25
349	380.54	743.03
350	944.71	2993.02
351	926.79	2751.56
352	913	2463.09
353	908.57	2167.96
354	911.04	1929.51
355	919.59	1708.52
356	933.02	1491.5
357	956.17	1242.47
358	981.58	1015.61
359	1008.02	833.45
360	1486.55	2938.46
361	1480.01	2693.47
362	1476.99	2427.06
363	1473.72	2152.74
364	1475.62	1885.01
365	1476.08	1618.02
366	1481.53	1369.59
367	1485.11	1154.02
368	1489.15	948.59
371	1900.02	2642.52
372	1900.47	2408.55
373	1899.49	2171.58
374	1897.02	1926.15
375	1891.5	1692.56
377	1879.03	1267.21
378	1869.96	1075.04
451	192.26	2634.78
452	172.01	2268.06
453	188.46	1902.58
454	224.53	1555.56
455	279.04	1239.47
461	522.51	2620.24
462	505.01	2262.04
463	516.96	1907.02
464	541.51	1567.57
465	582.51	1260.67
471	860.43	2600.47
472	851.62	2259.64
473	844.04	1917.52
475	880.04	1293.03
481	1448.46	2556.47
482	1147.55	2255.49
483	1144.25	1930.7
484	1162.02	1622.42
485	1180.85	1336.81
491	1448.59	2556.52
492	1437.51	2252.6
493	1434.48	1949.5
494	1424.03	1654.46
495	1424.81	1381.03
501	1686.44	2535.5
502	1686.03	2252.1
503	1683.03	1966.71
504	1681.52	1694.04
505	1683.12	1438.01
511	1847.11	2519.55
512	1843.51	2250.44
513	1843.75	1981.58
514	1835.54	1720.02
515	1830.42	1474.03
