141	344.02	3317.02
142	289.05	3001.46
143	250.63	2630.7
144	236.51	2230.16
145	249.07	1926.16
146	277.59	1627.61
147	317.4	1362.45
148	385.7	1050.45
149	451.54	814.51
140	524.48	597.54
151	1034.51	3228.02
152	1008.52	2939.14
153	990.04	2596.5
154	980.5	2231.12
155	982.53	1950.97
156	993.46	1680.46
157	1010.02	1430.46
159	1065.04	909.04
150	1097.98	701.58
161	1717.5	3096.3
162	1714.93	2832.57
163	1710.01	2515.48
164	1706.04	2205.05
165	1700.49	1901.38
166	1696.03	1595.47
167	1691.6	1330.54
168	1687.37	1078.12
169	1683.28	881.35
171	2166.45	2976.45
172	2170.46	2745.47
173	2171.52	2476.53
174	2167.55	2214.62
175	2159.52	1958.03
176	2146.63	1693.56
177	2130.59	1462.57
178	2112.03	1235.06
179	2094.49	1052.64
220	89.23	3211.97
224	20.53	1813.03
225	70.51	1475.11
226	131.41	1189.59
227	207.31	926.87
228	266.54	751.02
340	211.98	3030
341	181.52	2796.52
342	161.1	2532.51
343	154.03	2258.06
344	160.44	2041.03
345	173.56	1842.6
346	194.54	1647.52
347	233.52	1403.6
348	277.04	1187.22
349	326.48	997.53
350	832.47	2976.03
351	815.52	2764.55
352	803.48	2516.06
353	798.03	2261.56
354	799.5	2056.02
355	805.52	1864.5
356	816	1673.03
357	835.01	1449.5
358	857.06	1239.97
359	881.05	1067.45
360	1317.61	2741.5
361	1308.49	2722.37
362	1302.47	2487.52
363	1298.01	2246.12
364	1298.62	2009.39
365	1300.03	1770.42
366	1306.08	1544.99
367	1312.02	1345.14
368	1319.02	1151.06
451	190.02	2667.5
452	173.03	2344.01
460	504.48	2975
461	482.06	2659.1
462	466.53	2341.52
463	475.62	2026.35
465	527.05	1439.56
471	783.58	2644.41
472	773.47	2339.45
473	765.81	2034.49
475	794.43	1465.62
480	1077.06	2920.02
481	1052.5	2628.45
482	1040.54	2336.07
483	1036.48	2044.01
485	1068.68	1498.54
490	1331.04	2886.39
491	1320.49	2609.48
501	1545.01	2591.48
502	1542.55	2331.08
503	1538.55	2069.43
504	1537.06	1816.47
505	1539.6	1576.5
