220	68	3394
225	47	1292
226	136	971
227	238	691
228	315	513
340	203	3146
341	162	2876
342	135	2567
343	126	2243
344	136	1986
345	155	1754
346	185	1530
347	238	1257
348	296	1021
349	358	820
141	391	3550
142	309	3176
143	249	2711
144	230	2196
145	253	1808
146	300	1440
147	361	1127
148	458	782
149	545	538
350	922	3071
351	903	2829
352	889	2543
353	883	2248
354	885	2010
355	893	1790
356	906	1572
357	928	1324
358	954	1097
359	980	914
151	1227	3406
152	1201	3069
153	1181	2655
154	1172	2203
155	1173	1860
156	1185	1534
157	1202	1245
158	1226	920
159	1253	684
160	1281	477
360	1462	3015
361	1455	2770
362	1450	2506
363	1446	2233
364	1446	1965
365	1446	1699
366	1450	1451
367	1453	1235
368	1457	1030
371	1873	2718
372	1872	2485
373	1869	2249
374	1866	2004
375	1859	1772
377	1844	1346
378	1835	1155
162	1985	2905
163	1988	2542
164	1984	2183
165	1974	1834
166	1960	1488
168	1924	930
169	1906	728
171	2419	3040
172	2430	2787
173	2437	2491
174	2434	2202
175	2422	1918
176	2402	1630
177	2376	1381
178	2345	1140
179	2315	949
452	149	2344
453	165	1979
454	201	1632
455	255	1317
461	499	2697
462	481	2341
463	492	1986
464	516	1647
465	557	1340
471	836	2679
472	826	2339
473	818	1998
475	852	1373
481	1133	2659
482	1121	2335
483	1117	2011
484	1133	1704
485	1151	1417
491	1422	2635
492	1410	2332
493	1405	2030
494	1394	1736
495	1394	1462
501	1659	2612
502	1657	2330
503	1653	2047
504	1650	1774
505	1650	1518
511	1819	2596
512	1814	2328
513	1812	2059
514	1803	1799
515	1797	1554
