220	18	3203
225	22	1459
226	89	1175
227	171	912
228	235	738
340	140	3022
341	112	2787
342	95	2522
343	91	2247
344	101	2029
345	117	1830
346	141	1635
347	185	1391
348	234	1175
349	288	986
141	271	3311
142	218	2994
143	183	2621
144	174	2219
145	192	1914
146	225	1616
147	271	1351
148	346	1039
149	417	803
150	496	589
350	758	2974
351	743	2762
352	734	2513
353	732	2258
354	736	2052
355	746	1861
356	760	1670
357	783	1446
358	810	1237
359	838	1065
151	958	3228
152	935	2939
153	920	2596
154	916	2230
155	922	1950
156	937	1679
157	959	1430
159	1026	911
160	1064	704
360	1242	2945
361	1234	2725
362	1231	2491
363	1230	2249
364	1233	2013
365	1240	1775
367	1260	1351
368	1272	1157
161	1640	3104
162	1639	2840
163	1639	2524
164	1638	2214
165	1638	1911
166	1639	1606
167	1640	1342
168	1641	1091
169	1642	895
171	2088	2989
172	2094	2760
173	2098	2491
174	2098	2230
175	2094	1975
176	2086	1711
177	2074	1481
178	2060	1255
179	2047	1073
451	121	2658
452	108	2333
453	125	2009
455	207	1410
460	431	2969
461	412	2652
462	401	2334
463	414	2018
465	476	1432
471	712	2641
472	706	2336
473	703	2030
475	742	1462
480	1002	2920
481	980	2628
482	972	2336
483	972	2045
485	1014	1499
490	1255	2889
491	1247	2613
501	1471	2598
502	1472	2337
503	1472	2077
504	1475	1824
505	1482	1584
